id,date,crypto_name,symbol,open_price,high_price,low_price,close_price,volume,market_cap,transactions,dominance,sentiment_score,news_mentions
422,2023-03-26,Ethereum,ETH,12141.07,12891.96,11743.28,12568.05,34477762308,72020086976.49931,464825,40.03,-0.72,3377
423,2023-03-26,Cardano,ADA,42729.69,43920.4,42080.9,42938.76,46699705945,85610208298.13766,461088,39.61,-0.25,2381
424,2023-03-26,Solana,SOL,2793.19,3013.49,2736.55,2895.14,11330835866,28091954731.734966,274597,39.25,0.85,3368
425,2023-03-26,Binance Coin,BNB,44453.48,45534.77,42515.16,44489.94,25313437162,52877417712.290504,158525,45.79,0.3,4248
426,2023-03-27,Bitcoin,BTC,27936.97,29272.02,26104.38,27381.4,29279864596,48142803961.85274,39997,43.97,0.56,432
427,2023-03-27,Ethereum,ETH,28191.12,29114.42,26959.74,28464.78,24587413575,48148129490.71769,143540,10.39,0.98,4569
428,2023-03-27,Cardano,ADA,41087.51,41619.53,37253.95,39211.9,39580980017,95143467929.88115,264953,14.55,-0.63,2041
429,2023-03-27,Solana,SOL,30616.37,31252.67,30099.27,30464.69,5293948108,13077972739.558973,413361,27.35,0.76,1553
430,2023-03-27,Binance Coin,BNB,6709.41,6860.25,6549.67,6770.31,47465072622,104693011865.87965,220235,34.2,-0.47,263
431,2023-03-28,Bitcoin,BTC,36185.1,36559.59,33835.23,34420.74,696487290,1057308425.2678841,269174,18.84,-0.76,943
432,2023-03-28,Ethereum,ETH,2866.23,3050.04,2783.82,3007.82,22354815776,43916609992.00466,119281,9.85,0.88,301
433,2023-03-28,Cardano,ADA,18535.98,19306.92,17638.24,18540.11,47921336582,100409669867.72299,334042,33.65,-0.26,4708
434,2023-03-28,Solana,SOL,43693.51,46163.18,41645.82,44642.43,47487044685,108836208146.0898,417533,24.62,-0.73,2353
435,2023-03-28,Binance Coin,BNB,33073.19,35520.43,31448.61,34221.09,30511809823,50609135082.63239,99459,30.97,0.8,435
436,2023-03-29,Bitcoin,BTC,17535.14,18279.07,16565.35,17216.82,44361090247,107412304201.71904,376950,49.32,-0.9,3204
437,2023-03-29,Ethereum,ETH,5704.46,5950.11,5486.51,5867.35,46506430021,74702888399.06027,383746,19.29,-0.54,4703
438,2023-03-29,Cardano,ADA,44552.17,46568.37,42492.48,43677.02,24901818300,41706624271.39565,301938,18.37,0.31,2719
439,2023-03-29,Solana,SOL,15781.35,17095.9,15295.34,16559.24,10361170872,17299815404.415928,80334,12.69,0.97,1028
440,2023-03-29,Binance Coin,BNB,24633.27,25492.02,24129.64,24401.47,257057749,517528257.3239338,308723,8.29,-0.82,3389
441,2023-03-30,Bitcoin,BTC,31190.91,33438.53,30255.45,32383.02,46398265886,85983401953.09984,449906,41.76,0.64,2107
442,2023-03-30,Ethereum,ETH,28378.95,30877.24,26994.97,29543.11,40155062105,68995895327.97614,117084,17.36,0.57,4597
443,2023-03-30,Cardano,ADA,14242.52,14833.66,13978.49,14426.32,5536952156,8507316109.139556,220967,19.82,-0.39,2764
444,2023-03-30,Solana,SOL,24898.45,26030.01,23236.89,24224.03,48396866415,120401460036.34955,210994,16.66,0.57,3353
445,2023-03-30,Binance Coin,BNB,38999.74,40489.51,37402.1,38326.49,1245477164,2139345485.5801346,348179,0.55,0.11,929
446,2023-03-31,Bitcoin,BTC,29476.2,30169.67,27597.43,28872.03,14860637645,36719483929.571594,57507,42.99,0.15,4459
447,2023-03-31,Ethereum,ETH,36339.14,37036.98,35063.84,36471.39,37487839728,66955179503.82782,195843,38.26,-0.81,3839
448,2023-03-31,Cardano,ADA,30032.78,32258.01,28933.17,30734.4,9713287784,22688793119.16417,362953,35.16,-0.42,4510
449,2023-03-31,Solana,SOL,40007.04,42707.93,38011.21,41528.75,45397240663,89005306731.39967,355049,17.44,0.57,4681
450,2023-03-31,Binance Coin,BNB,38208.57,40221.6,36354.5,38402.13,19488133066,47180713714.76969,412284,13.18,0.08,1809
451,2023-04-01,Bitcoin,BTC,16916.83,17188.68,16282.34,16694.78,32632294494,75929536305.32658,300652,39.7,-0.67,3496
452,2023-04-01,Ethereum,ETH,21507.95,23202.86,20914.44,22552.93,31518387182,76976197945.80951,166974,29.64,-0.3,3734
453,2023-04-01,Cardano,ADA,31269.07,32202.65,30649.93,31638.41,3723401459,8139118337.57246,35170,6.89,-0.74,555
454,2023-04-01,Solana,SOL,38577.1,40526.8,36718.62,38825.37,26583238717,58247017502.8342,92787,28.66,-0.16,1048
455,2023-04-01,Binance Coin,BNB,6890.03,7188.02,6752.97,6968.42,31154289485,57723565087.34858,317490,25.32,-0.33,2351
456,2023-04-02,Bitcoin,BTC,46883.32,47566.49,43410.0,45685.31,18553020053,45741102536.51322,495098,41.12,-1.0,3141
457,2023-04-02,Ethereum,ETH,43772.2,44437.91,41473.85,42869.93,11709313204,22750727463.908836,457793,24.08,-0.11,472
458,2023-04-02,Cardano,ADA,15333.69,15941.58,14625.94,15304.57,560296410,983796281.4755387,318610,1.91,0.97,2569
459,2023-04-02,Solana,SOL,23472.66,24724.57,23219.61,24328.18,21824541751,44911160218.9734,431074,5.81,-0.15,826
460,2023-04-02,Binance Coin,BNB,7758.52,8383.78,7416.71,8106.39,23910858907,38289623957.84936,361846,8.59,0.71,680
461,2023-04-03,Bitcoin,BTC,39733.77,41277.6,37902.15,39782.27,9734687203,21489807139.45761,295409,49.73,0.3,1505
462,2023-04-03,Ethereum,ETH,43267.49,44319.19,41499.3,43298.36,38830057550,86528353357.9956,171065,9.93,-0.11,4394
463,2023-04-03,Cardano,ADA,32484.23,33692.93,29777.37,31081.16,38403346375,89882583516.31458,278739,23.39,-0.8,2792
464,2023-04-03,Solana,SOL,35387.14,36399.35,33817.57,35492.34,45923739553,81270703321.44208,478900,16.76,0.4,3487
465,2023-04-03,Binance Coin,BNB,24165.25,25526.59,23247.74,24409.43,47502411523,78042806599.50511,391180,30.67,-0.62,3943
466,2023-04-04,Bitcoin,BTC,30341.37,31190.61,28984.92,30574.65,12329961628,23985053983.035706,152048,24.75,0.32,1852
467,2023-04-04,Ethereum,ETH,10132.65,10740.0,9990.03,10360.05,15634446851,37002473714.73749,420265,30.43,0.91,831
468,2023-04-04,Cardano,ADA,22488.12,23134.65,20412.23,21398.72,31394433316,77782218154.1146,146978,9.96,0.57,537
469,2023-04-04,Solana,SOL,2554.75,2686.47,2494.68,2637.16,38152320855,74174991929.20903,64823,26.53,-0.86,4671
470,2023-04-04,Binance Coin,BNB,5276.16,5569.9,5175.95,5480.95,32253738254,77122796569.34274,56619,40.43,-0.51,1998
471,2023-04-05,Bitcoin,BTC,18648.04,19413.27,18120.2,18958.85,23323408469,44714339300.11026,367946,44.07,0.72,1197
472,2023-04-05,Ethereum,ETH,36089.0,37692.04,35311.59,36685.42,38165976583,65862782839.961624,288271,11.71,1.0,4638
473,2023-04-05,Cardano,ADA,25154.99,26525.7,24035.74,25715.85,15524202327,25007538562.92863,399558,27.37,-0.61,593
474,2023-04-05,Solana,SOL,1372.74,1457.69,1353.52,1440.42,20052802543,49891983443.67091,92429,23.93,-0.67,4069
475,2023-04-05,Binance Coin,BNB,22966.18,24547.81,21947.23,23698.21,18080236642,33677180640.03619,58650,15.43,-0.46,1724
476,2023-04-06,Bitcoin,BTC,19157.4,19688.38,18847.55,19315.96,45613484908,113493623939.41145,231772,48.18,0.82,2003
477,2023-04-06,Ethereum,ETH,45091.48,46375.6,42867.26,43879.98,47714379653,79634047452.41595,215719,37.96,0.97,1742
478,2023-04-06,Cardano,ADA,28508.65,29177.36,27846.06,28342.42,43160503607,105930798433.06236,128960,24.67,-0.97,4647
479,2023-04-06,Solana,SOL,30260.67,31095.45,29465.23,30370.33,48902825781,119014591766.08784,208617,46.88,-0.84,3985
480,2023-04-06,Binance Coin,BNB,6810.53,7312.28,6502.81,7070.61,17414646893,35820900782.31151,124660,38.78,0.04,4459
481,2023-04-07,Bitcoin,BTC,46806.04,50786.34,45953.77,48826.68,43425547686,82136882738.9346,476026,31.51,-0.02,3710
482,2023-04-07,Ethereum,ETH,7362.67,7684.86,7120.87,7458.21,28188224317,44885008113.205185,372965,39.52,0.7,1114
483,2023-04-07,Cardano,ADA,48311.67,51410.11,46178.61,49945.92,19906502033,33022981267.556496,385966,49.97,-0.76,2306
484,2023-04-07,Solana,SOL,41352.23,42134.03,39839.12,40759.02,23943177966,47713903090.63966,201181,42.94,-0.8,3248
485,2023-04-07,Binance Coin,BNB,45169.09,47644.21,44314.61,45460.93,3771204638,7636989230.371718,31911,5.86,0.04,4928
486,2023-04-08,Bitcoin,BTC,8871.5,9642.36,8487.4,9277.85,35320717869,81714183358.50647,436856,17.79,0.83,1971
487,2023-04-08,Ethereum,ETH,32041.95,33464.88,31525.63,32904.74,29931803525,50275006500.155266,221125,49.15,0.57,3662
488,2023-04-08,Cardano,ADA,32745.78,34655.18,31382.79,33356.98,26519781017,48259030286.655174,416349,20.06,-0.53,1705
489,2023-04-08,Solana,SOL,35311.12,37198.47,34416.5,36695.56,19441950063,48006531625.42655,127636,33.23,0.45,2554
490,2023-04-08,Binance Coin,BNB,20892.69,21851.24,19955.08,21471.23,7339749653,13771183497.716925,37795,18.34,0.65,1143
491,2023-04-09,Bitcoin,BTC,10702.18,11061.08,10006.2,10380.21,33022473352,66069923135.93367,436331,26.08,0.21,4156
492,2023-04-09,Ethereum,ETH,41371.7,41900.69,39835.81,40404.51,8605639730,19356258251.358948,28732,38.83,-0.88,850
493,2023-04-09,Cardano,ADA,47240.03,50203.2,45257.21,49040.17,32794583015,68718909317.71739,234301,31.59,0.74,81
494,2023-04-09,Solana,SOL,19022.57,20468.64,18429.84,19500.56,34276991098,71694111690.03436,12800,23.06,0.66,1290
495,2023-04-09,Binance Coin,BNB,41598.22,44076.67,39893.12,43103.03,3828215068,8210358331.756837,289508,11.92,-0.29,921
496,2023-04-10,Bitcoin,BTC,841.55,895.53,821.57,882.25,34922816804,59574527021.35455,388300,3.56,0.66,761
497,2023-04-10,Ethereum,ETH,6555.46,7024.67,6332.51,6729.73,11678595055,28309573665.27181,319035,11.44,0.91,1744
498,2023-04-10,Cardano,ADA,15610.45,16734.84,15254.32,15953.53,31749537122,76626988184.38474,198984,12.01,-0.59,60
499,2023-04-10,Solana,SOL,44459.89,45563.6,42088.49,43003.19,30611361973,47204177969.02407,243223,1.71,-0.21,2503
500,2023-04-10,Binance Coin,BNB,17655.16,18666.73,17356.4,17798.29,31353490151,67314721387.192406,221481,3.84,-0.59,3653
501,2023-04-11,Bitcoin,BTC,5343.84,5585.91,4934.3,5159.78,35182311874,79672150263.43883,451509,18.46,-0.7,1310
502,2023-04-11,Ethereum,ETH,5262.82,5439.95,5100.26,5335.73,16612930130,31811424176.270252,84414,25.92,0.29,3599
503,2023-04-11,Cardano,ADA,22565.37,23389.34,21560.56,22629.12,29452515426,53982226249.31827,175458,21.68,-0.87,4333
504,2023-04-11,Solana,SOL,34166.59,36740.83,33300.41,35707.87,9919053538,16547294689.34343,412909,27.42,-0.13,238
505,2023-04-11,Binance Coin,BNB,48275.99,48962.84,45737.39,46219.22,23089171085,36665823785.1017,10903,18.19,0.78,4311
506,2023-04-12,Bitcoin,BTC,29110.59,30243.29,27798.91,29361.04,466009065,740610339.9764683,323978,49.56,-0.26,4508
507,2023-04-12,Ethereum,ETH,33354.81,35118.33,32133.78,33962.71,28246425165,52431093124.11801,358358,34.78,0.57,2030
508,2023-04-12,Cardano,ADA,39893.88,41199.48,38451.31,39313.6,30091767288,73605759958.90656,454198,43.87,-0.28,1248
509,2023-04-12,Solana,SOL,13030.38,13537.02,12828.46,13338.59,4288668987,9047529529.994839,229622,27.63,-0.82,4940
510,2023-04-12,Binance Coin,BNB,39609.37,41495.15,37735.14,40711.15,46440485333,114224999785.85484,274444,10.34,0.58,3392
511,2023-04-13,Bitcoin,BTC,9471.39,9763.94,9324.67,9444.58,6081310089,12395859122.116447,328798,39.51,0.97,3126
512,2023-04-13,Ethereum,ETH,38342.19,40008.86,36781.65,38809.34,7214876273,17090741406.504347,167767,6.24,-0.26,334
513,2023-04-13,Cardano,ADA,47573.29,49131.35,45753.94,47952.44,16909482417,34219094536.037086,149810,9.82,0.37,1055
514,2023-04-13,Solana,SOL,48348.84,50050.51,47757.47,48474.96,4930922268,11230811324.1663,251871,17.59,0.59,3957
515,2023-04-13,Binance Coin,BNB,46741.83,48425.56,45245.5,47512.06,25373287594,51682273275.39525,196121,37.31,-0.63,3517
516,2023-04-14,Bitcoin,BTC,48697.34,49725.88,46449.53,47762.16,34915349756,74625790530.92786,160061,45.03,0.94,881
517,2023-04-14,Ethereum,ETH,7213.36,7688.68,6908.26,7534.72,31316739414,65083485673.25578,306197,36.19,0.8,3733
518,2023-04-14,Cardano,ADA,12828.85,13381.13,12354.91,12855.91,7197370886,12509766802.539196,179076,0.98,0.68,2511
519,2023-04-14,Solana,SOL,43953.13,45448.04,40583.45,42450.75,48918803186,120729757929.0446,230385,22.8,-0.19,3370
520,2023-04-14,Binance Coin,BNB,11084.35,11416.78,10463.9,10738.47,5655840190,12337862323.126337,12448,37.81,0.24,3993
521,2023-04-15,Bitcoin,BTC,48827.96,51438.2,47717.31,49220.89,27104743813,42187268114.04787,272520,42.7,0.77,2243
522,2023-04-15,Ethereum,ETH,7053.91,7270.02,6622.69,6865.67,33691956667,78426715991.71358,377775,17.22,-0.2,4607
523,2023-04-15,Cardano,ADA,38813.16,39311.36,35796.18,37561.69,13205858858,26304521356.364204,288609,27.79,0.01,4085
524,2023-04-15,Solana,SOL,8378.29,8732.98,8105.16,8220.65,1868084464,3837737390.1970468,250928,7.27,-0.26,2105
525,2023-04-15,Binance Coin,BNB,45365.84,46663.28,41811.23,43909.41,10673262354,16933097434.476473,447381,49.84,0.28,4463
526,2023-04-16,Bitcoin,BTC,10076.04,10458.73,9391.21,9677.32,730251733,1470266653.3371336,58842,15.74,0.67,1791
527,2023-04-16,Ethereum,ETH,40844.23,43416.97,39184.93,41903.88,820583704,1403778632.7505493,363063,23.24,0.78,4768
528,2023-04-16,Cardano,ADA,18524.16,19362.07,17849.63,18513.1,39072687964,80320480686.97447,358575,46.98,0.11,4386
529,2023-04-16,Solana,SOL,18915.1,19468.12,18127.29,18557.58,11513043452,28241953961.887638,54022,27.41,0.62,626
530,2023-04-16,Binance Coin,BNB,23932.29,25068.54,22253.41,22744.63,1595960635,3352535339.6307497,318765,8.8,-0.87,847
531,2023-04-17,Bitcoin,BTC,9577.14,10041.09,9171.5,9771.82,3907980851,6429187314.010858,121223,46.9,0.84,3739
532,2023-04-17,Ethereum,ETH,31755.62,34397.7,30301.23,33027.41,30666346082,74954944303.0182,238606,23.94,0.98,2434
533,2023-04-17,Cardano,ADA,19736.99,20031.3,18212.68,18998.94,42731828691,64365796935.46207,238538,40.48,-0.86,463
534,2023-04-17,Solana,SOL,34562.41,35624.28,32016.04,33641.86,7383131571,14457347849.330166,91567,29.48,0.1,1017
535,2023-04-17,Binance Coin,BNB,7255.04,7429.51,6981.78,7178.3,31011423946,60263428893.29909,292039,49.35,0.65,692
536,2023-04-18,Bitcoin,BTC,40033.47,40776.58,37998.95,38992.35,41117554626,82343812995.26643,85729,11.17,-0.3,1848
537,2023-04-18,Ethereum,ETH,29662.34,30796.6,27164.45,28256.13,40416837286,93872441524.47986,327340,35.01,1.0,327
538,2023-04-18,Cardano,ADA,46647.12,48606.16,45517.56,47924.12,45550842031,85628785504.98088,437975,28.74,0.31,2115
539,2023-04-18,Solana,SOL,33680.61,35089.61,31999.24,32819.33,13203536354,26656982587.615925,30341,7.9,0.96,4185
540,2023-04-18,Binance Coin,BNB,8253.94,8346.26,7728.71,7885.43,19378883774,36370044367.49209,143363,26.69,-0.98,3596
541,2023-04-19,Bitcoin,BTC,13719.48,14616.39,13297.56,14040.43,38850429382,90727727417.82504,33787,43.77,-0.58,4967
542,2023-04-19,Ethereum,ETH,41971.58,43588.21,41152.39,42418.44,5248778486,9667128442.191202,360238,30.92,-0.42,3073
543,2023-04-19,Cardano,ADA,49334.56,50041.5,45362.52,46939.78,128834706,214579574.21672222,130485,24.99,-0.1,2662
544,2023-04-19,Solana,SOL,2340.13,2405.4,2218.3,2287.41,26415552985,44126455985.4638,272764,45.9,0.97,3207
545,2023-04-19,Binance Coin,BNB,24802.38,27137.56,24342.34,25850.49,33307236062,62875494060.25549,364203,47.15,-0.87,3659
546,2023-04-20,Bitcoin,BTC,21165.31,22148.97,20429.01,20938.73,8211503790,19674349635.042946,280024,3.57,-0.71,2298
547,2023-04-20,Ethereum,ETH,7369.22,7640.36,6934.22,7253.32,43920103149,81853648423.9523,39509,20.53,-0.04,227
548,2023-04-20,Cardano,ADA,6997.84,7612.34,6719.49,7331.49,36463241701,73095520073.15564,35399,8.58,0.14,1816
549,2023-04-20,Solana,SOL,25654.06,26834.46,24545.67,26555.8,24122105857,46444045220.68971,34971,7.16,-0.48,3637
550,2023-04-20,Binance Coin,BNB,9797.2,10286.43,8923.63,9363.75,25648807412,50418623001.23251,363259,49.32,0.93,2098
551,2023-04-21,Bitcoin,BTC,13868.68,14931.12,13607.13,14532.63,42311958025,80202989716.62823,465245,33.34,0.8,3693
552,2023-04-21,Ethereum,ETH,43731.1,46635.27,42565.76,45248.9,2554139674,4790214753.040317,301682,47.0,-0.76,254
553,2023-04-21,Cardano,ADA,39487.84,41424.87,38337.61,38861.18,28310256856,46409708492.42099,334879,16.59,-0.89,31
554,2023-04-21,Solana,SOL,43773.26,45292.65,42616.18,44614.44,784227539,1377585034.0749035,84015,22.48,0.2,4207
555,2023-04-21,Binance Coin,BNB,20639.85,21679.74,20007.85,20983.12,35381378551,62950520395.693756,253661,15.36,0.27,2874
556,2023-04-22,Bitcoin,BTC,35837.6,36709.46,34946.07,35840.14,14634410915,26297718383.453323,98285,3.68,0.69,3450
557,2023-04-22,Ethereum,ETH,8930.86,9229.74,8571.21,8961.38,44691224499,110759076294.08176,111921,39.15,-0.11,1977
558,2023-04-22,Cardano,ADA,37487.02,40756.22,36860.05,39201.49,32756518544,71499671130.70908,140644,12.91,-0.13,3353
559,2023-04-22,Solana,SOL,46122.07,46934.56,43985.9,45855.33,28220083040,44963434071.03681,61772,11.35,0.24,1836
560,2023-04-22,Binance Coin,BNB,18714.53,19624.47,18476.63,18836.38,43632187629,70206315519.67728,72760,1.27,0.38,4692
561,2023-04-23,Bitcoin,BTC,41254.24,44372.77,40609.1,42764.52,27104669361,48012020431.525375,156517,24.02,-0.06,4232
562,2023-04-23,Ethereum,ETH,3857.13,3997.34,3761.37,3841.31,35027074156,68278706173.33142,354205,15.23,0.8,2441
563,2023-04-23,Cardano,ADA,35250.45,37636.53,33552.44,36060.38,3604005540,7903098068.673032,479925,10.78,-0.19,4174
564,2023-04-23,Solana,SOL,35789.17,36644.78,34899.42,35606.8,23489119193,38911329795.00227,225745,6.61,0.59,4408
565,2023-04-23,Binance Coin,BNB,40865.55,43260.76,40209.6,41712.67,3430042747,6124310620.924815,410539,26.15,0.47,3052
566,2023-04-24,Bitcoin,BTC,49172.81,54027.38,48586.2,51625.97,33871540210,69057148828.5982,145131,42.77,0.82,4207
567,2023-04-24,Ethereum,ETH,46707.84,48729.63,45177.59,47696.88,38263211089,95490287833.25406,211050,28.22,0.44,188
568,2023-04-24,Cardano,ADA,42985.32,44942.64,40600.63,42441.99,47787899806,86794035822.48262,220003,31.06,-0.32,219
569,2023-04-24,Solana,SOL,49857.3,52403.03,47623.42,50113.89,250100425,458843629.8579217,36117,36.82,-0.5,2924
570,2023-04-24,Binance Coin,BNB,5900.48,6119.51,5667.57,5989.63,31591667901,54465917808.16891,31238,37.9,0.15,3402
571,2023-04-25,Bitcoin,BTC,30948.14,32259.93,30010.86,31753.1,27599267598,44127500232.54162,225853,20.46,-0.55,1713
572,2023-04-25,Ethereum,ETH,44217.46,45549.02,43662.35,44702.18,2810316036,5911927764.965827,42276,36.2,0.31,1868
573,2023-04-25,Cardano,ADA,21524.81,23449.7,20929.91,22517.05,23919466373,51344267778.59386,238578,1.24,-0.85,1022
574,2023-04-25,Solana,SOL,7820.16,7946.82,7497.42,7856.95,33741051077,58766666133.02732,379931,21.08,0.24,1400
575,2023-04-25,Binance Coin,BNB,2589.95,2682.17,2457.1,2500.85,36845580831,64308216530.93699,317107,21.36,0.43,2077
576,2023-04-26,Bitcoin,BTC,35801.66,37148.72,32881.88,34136.18,10262962806,24789360549.731136,18634,6.76,-0.05,4507
577,2023-04-26,Ethereum,ETH,19976.86,20593.35,19531.41,19808.95,32411166241,49954079617.85713,319798,20.79,0.43,4622
578,2023-04-26,Cardano,ADA,39486.59,40255.63,37936.98,39281.72,523302233,879099950.8873433,25971,2.94,-0.97,3076
579,2023-04-26,Solana,SOL,747.6,755.42,709.44,745.2,24047415374,47744645793.478806,83263,39.19,0.9,279
580,2023-04-26,Binance Coin,BNB,31943.77,33126.06,31218.92,32124.83,10170688223,22112471173.45511,262955,38.05,-0.2,2199
581,2023-04-27,Bitcoin,BTC,9440.56,9892.49,9099.73,9570.92,20509815083,38620529236.25125,257665,27.96,0.83,4029
582,2023-04-27,Ethereum,ETH,30476.21,30968.95,28705.14,29024.01,9840669053,23226347737.227165,133004,11.12,-0.1,872
583,2023-04-27,Cardano,ADA,36715.66,38327.95,36161.19,36621.29,5480876331,9428967515.31516,105123,27.66,-0.14,1096
584,2023-04-27,Solana,SOL,12263.38,13086.16,11698.51,12505.31,49699748411,86797691362.05722,21059,4.76,-0.03,1506
585,2023-04-27,Binance Coin,BNB,47550.49,49503.05,45216.18,47708.6,1413225465,2200448103.128397,450849,10.07,0.39,875
586,2023-04-28,Bitcoin,BTC,26127.53,28112.49,25772.29,27302.83,19670360209,43275896486.65106,300051,39.62,-0.04,1864
587,2023-04-28,Ethereum,ETH,31677.41,34479.67,30281.88,33169.95,21348896105,37646334743.458275,488965,27.8,-0.02,3581
588,2023-04-28,Cardano,ADA,29145.93,30147.6,27613.11,28687.22,29810079513,58048046911.100204,32019,37.03,0.49,1248
589,2023-04-28,Solana,SOL,43413.72,43942.91,39608.68,41680.55,7646807512,11919690461.275301,452278,32.13,0.56,3206
590,2023-04-28,Binance Coin,BNB,36580.93,37690.09,34917.08,36345.42,31573502858,73761939286.61433,240663,37.45,-0.83,2000
591,2023-04-29,Bitcoin,BTC,21388.26,22948.56,20686.09,22149.63,30478161805,46087163653.678024,242567,40.03,0.26,3249
592,2023-04-29,Ethereum,ETH,48131.71,49897.68,46474.66,49273.75,40711463057,85993091322.69934,144547,28.63,0.87,118
593,2023-04-29,Cardano,ADA,27420.89,29113.97,26467.26,27974.44,47593020784,115681157869.92392,199199,3.55,0.18,4788
594,2023-04-29,Solana,SOL,11432.85,11813.88,10815.95,11384.16,19610869176,43948619240.43231,216156,34.56,0.63,3824
595,2023-04-29,Binance Coin,BNB,17895.72,18316.62,17141.5,17555.3,23057057739,43952179588.44815,46247,19.49,-0.33,574
596,2023-04-30,Bitcoin,BTC,41493.16,42034.09,40185.33,41463.37,21208171358,44093933280.96784,368678,33.4,-0.1,3870
597,2023-04-30,Ethereum,ETH,33175.1,34913.72,31691.62,33423.79,18432409511,40244135519.287056,304403,41.18,0.63,2038
598,2023-04-30,Cardano,ADA,40784.05,41643.11,37513.81,39322.2,42516501243,73236898928.1805,374956,16.25,0.33,4190
599,2023-04-30,Solana,SOL,28184.67,29411.18,27401.6,27736.85,14442898472,33693574047.57015,213535,37.89,0.03,2994
600,2023-04-30,Binance Coin,BNB,4061.8,4134.43,3787.08,3877.02,39154009981,97833976925.75636,448781,46.48,-0.91,3753
601,2023-05-01,Bitcoin,BTC,46960.93,50632.83,45952.38,49137.67,207478716,507689076.1457868,375113,28.24,0.43,91
602,2023-05-01,Ethereum,ETH,40014.26,41496.82,38352.1,38740.73,23666297173,47596722839.56141,367012,42.54,-0.47,2595
603,2023-05-01,Cardano,ADA,1298.38,1346.99,1275.02,1317.76,42861980232,97415646315.1009,152320,46.82,-0.54,4370
604,2023-05-01,Solana,SOL,19065.53,20408.76,18561.03,19979.02,36637134639,58811788814.02143,431753,33.07,-0.5,3985
605,2023-05-01,Binance Coin,BNB,44938.86,46600.79,44073.93,45138.7,33829610637,74196884023.50871,196148,15.57,0.55,2119
606,2023-05-02,Bitcoin,BTC,35020.62,37513.93,34658.95,36129.13,2786904972,5946419426.913937,416913,32.45,0.98,634
607,2023-05-02,Ethereum,ETH,35924.82,37619.79,35339.91,36239.03,19251406503,32855904532.55907,210225,49.91,-0.9,759
608,2023-05-02,Cardano,ADA,44071.46,45499.08,42309.82,43167.89,38920478422,72161178257.24326,151898,22.72,-0.72,2337
609,2023-05-02,Solana,SOL,24330.43,25998.06,23795.25,25344.25,31965858217,78908013764.62872,467429,47.17,-0.48,142
610,2023-05-02,Binance Coin,BNB,15316.4,16575.38,14962.5,15941.26,188915647,341763387.5716793,261134,45.31,0.13,439
611,2023-05-03,Bitcoin,BTC,48695.02,52500.51,47574.71,50503.2,3956074210,9728097455.152643,104248,29.15,-0.67,2375
612,2023-05-03,Ethereum,ETH,1628.05,1691.19,1607.71,1670.8,19381708130,36608240898.94862,38954,5.13,0.78,695
613,2023-05-03,Cardano,ADA,9182.11,9817.85,8738.15,9492.06,30066059366,60091362528.055405,376567,20.89,0.88,4082
614,2023-05-03,Solana,SOL,30986.89,33105.14,30314.02,31882.72,16047429198,35400925191.46564,164185,3.99,0.43,2872
615,2023-05-03,Binance Coin,BNB,36519.65,36948.66,34375.84,35141.4,28096633305,56360330802.55501,241165,6.67,-0.63,1403
616,2023-05-04,Bitcoin,BTC,27178.18,28906.32,26858.55,27940.16,15566074663,26320545010.769455,237606,33.44,-0.69,1742
617,2023-05-04,Ethereum,ETH,9450.91,9793.33,9026.43,9120.15,37397281893,66083914256.83765,192180,46.97,-0.13,1050
618,2023-05-04,Cardano,ADA,9923.02,10152.73,9262.09,9483.4,25937198031,43435466811.93461,46849,46.48,0.13,4784
619,2023-05-04,Solana,SOL,17346.48,18075.93,16668.57,17152.17,19472018786,32274660348.808903,371322,30.33,-0.15,3701
620,2023-05-04,Binance Coin,BNB,21922.44,22599.31,20230.12,21090.57,46113560107,92992332022.1063,85084,22.04,0.83,636
621,2023-05-05,Bitcoin,BTC,43364.38,46369.36,42590.29,44942.16,30831549138,61718116627.19752,326365,24.78,-0.67,2599
622,2023-05-05,Ethereum,ETH,39003.62,39551.29,37547.06,39095.24,1356319433,3091566892.206008,325659,33.12,-0.26,1540
623,2023-05-05,Cardano,ADA,29506.51,31462.78,28737.6,30643.65,48897454625,99480988823.37566,462961,1.35,0.85,2849
624,2023-05-05,Solana,SOL,38650.1,39744.06,35248.79,36865.06,2057801931,4848499416.303361,95504,35.82,0.29,1783
625,2023-05-05,Binance Coin,BNB,14548.71,15342.64,13978.55,14922.7,26461694492,58782176652.9805,311987,5.84,-0.38,2098
626,2023-05-06,Bitcoin,BTC,7980.56,8601.78,7616.07,8355.32,4658816526,10677939088.886377,48322,27.34,-0.72,1562
627,2023-05-06,Ethereum,ETH,9772.84,10567.38,9628.95,10078.25,42071897818,79293089161.91147,299616,1.66,-0.46,1466
628,2023-05-06,Cardano,ADA,13688.26,14347.51,12704.73,13335.73,5628686180,9630620746.620312,249831,3.9,0.13,2813
629,2023-05-06,Solana,SOL,17944.31,19320.24,17123.18,18562.87,36007040936,74882338157.0149,281528,47.25,0.37,247
630,2023-05-06,Binance Coin,BNB,18163.39,18377.31,17246.69,18066.98,48630908014,86963345993.36913,468480,38.31,-0.9,3323
631,2023-05-07,Bitcoin,BTC,39397.54,40757.7,37837.46,38517.39,13865099995,25037511611.559612,70179,31.4,-0.43,2519
632,2023-05-07,Ethereum,ETH,15246.65,15434.44,13844.44,14571.38,33487045342,77761035027.00494,152980,21.73,-0.33,935
